namespace,title,raw_content,created_at,updated_at 
Technology,Mercurial,"== Headline ==

A revision control tool

== Metadata ==
* [[instanceOf::Revision control tool]]
* [[sameAs::http://en.wikipedia.org/wiki/Mercurial]]
* ",2013-06-12 15:01:45.215,2017-07-04 13:47:30.377698
Technology,Microsoft Excel,"== Headline ==

A spreadsheet application

== Details ==

There is also the related file format [[Language:XLS]].

== Metadata ==
* [[instanceOf::Technology]]
* [[sameAs::http://en.wikipedia.org/wiki/Microsoft_Excel]]
* ",2013-06-12 15:01:45.541,2017-07-04 13:47:30.392461
Technology,Microsoft PowerPoint,"== Headline ==

A commercial software presentation program
== Metadata ==

* [[instanceOf::Office application]]
* [[sameAs::http://en.wikipedia.org/wiki/Microsoft_PowerPoint]]

",2013-06-12 15:01:45.857,2017-07-04 13:47:30.403748
Technology,MoDisco,"== Intent ==

a framework for software modernization

== Description ==



== Home page ==

http://www.eclipse.org/MoDisco/

== Metadata ==
* [[instanceOf::Framework]]
* [[sameAs::http://www.infoq.com/news/2010/07/introduction-modisco]]
* [[relatesTo::http://ercim-news.ercim.eu/en88/special/how-to-deal-with-your-it-legacy-what-is-coming-up-in-modisco]]
* ",2013-06-12 15:01:46.2,2017-07-04 13:47:30.427159
Technology,Mozilla Firefox,"== Intent ==

An open source Web browser
== Metadata ==

* [[instanceOf::Web browser]]
* [[relatesTo::http://en.wikipedia.org/wiki/Mozilla_firefox]]
* [[sameAs::http://www.mozilla.org/]]
",2013-06-12 15:01:47.444,2017-07-04 13:47:30.606302
Technology,Mustache,"== Headline ==

TBD



== Metadata ==
* [[instanceOf::Rails template engine]]
* ",2013-06-12 15:01:47.716,2017-07-04 13:47:30.616076
Technology,MySQL,"== Headline ==

A relational database management system

== Spaces ==

* [[Relationalware]]

== Metadata ==
* [[instanceOf::DBMS]]
* [[sameAs::http://www.mysql.com]]
* ",2013-06-12 15:01:48.028,2017-07-04 13:47:30.629897
Technology,MySQL Workbench,"== Headline ==

A unified visual tool for database architects, developers, and DBAs

== Metadata ==

* [[sameAs::http://www.mysql.com/products/workbench/]]
* [[sameAs::http://en.wikipedia.org/wiki/MySQL_Workbench]]
* ",2013-06-12 15:01:48.287,2017-07-04 13:47:30.64035
Technology,NORMA,"== Headline ==

A conceptual modeling tool based on [[Object Role Modeling]]

== Metadata ==
* [[instanceOf::Modeling technology]]
* [[instanceOf::Mapping technology]]
* [[sameAs::http://en.wikipedia.org/wiki/NORMA_(software_modeling_tool)]]
* ",2013-06-12 15:01:48.593,2017-07-04 13:47:30.655261
Technology,NUnit,"

== Metadata ==
* [[instanceOf:: Toolkit]]
* ",2013-06-12 15:01:48.858,2017-07-04 13:47:30.663263
Technology,Neo4j,"== Headline ==

Neo4j is a [[Technology:Graph database]] implemented in the [[Language:Java]] language.

== Description ==

Neo4j is an open-source graph database, meaning it stores data in the form of graphs in the mathematical sense rather than relational tables.

== Links ==

* <primary>http://neo4j.org/ Official Neo4j website</primary>
== Metadata ==
* ",2013-06-12 15:01:49.122,2017-07-04 13:47:30.682541
Technology,NetBeans,"== Intent ==

an IDE for [[Language:Java]], [[Language:php]], [[Language:c++|c++]] and other languages

== 101companies hints ==

* Version 7.0 is recommended



== Metadata ==
* [[instanceOf::IDE]]
* ",2013-06-12 15:01:49.368,2017-07-04 13:47:30.698162
Technology,Nix,"== Headline ==

A purely functional package manager

== Metadata ==
* [[instanceOf::Package manager]]
* [[sameAs::http://nixos.org/nix/]]
* ",2013-06-12 15:01:49.804,2017-07-04 13:47:30.709405
Technology,OGNL,"== Headline ==

a Java library for object graph navigation

== Description ==

OGNL stands for ""Object Graph Navigation Library"", but see the language [[Language:OGNL]]

== Metadata ==
* [[instanceOf::Library]]
* [[instanceOf::Reflection technology]]
* [[sameAs::http://commons.apache.org/ognl/]]
* ",2013-06-12 15:01:50.413,2017-07-04 13:47:30.740134
Technology,ORO,"== Headline ==

(a retired Jakarta project for) a text processing library for Java

== Metadata ==
* [[instanceOf::Library]]
* [[sameAs::http://jakarta.apache.org/oro/]]
* ",2013-06-12 15:01:50.715,2017-07-04 13:47:30.752245
Technology,OSCache,"== Headline ==

a framework for caching content in web applications

== Metadata ==
* [[instanceOf::Framework]]
* [[sameAs::http://en.wikipedia.org/wiki/OSCache]]
* [[relatesTo::http://www.opensymphony.com/oscache/]]
* ",2013-06-12 15:01:51.079,2017-07-04 13:47:30.765096
Technology,Object Streams,"== Intent ==

Classes of of the [[Technology:Java SE]] for I/O for objects

== Metadata ==
* [[instanceOf::Library]]
* [[sameAs::http://download.oracle.com/javase/tutorial/essential/io/objectstreams.html]]
* ",2013-06-12 15:01:51.391,2017-07-04 13:47:30.777938
Technology,OpenCOBOL,"== Intent ==

== Installation ==

There is an [http://www.opencobol.org/modules/bwiki/index.php?InstallGuide installation guide] available.

[[101contributor:Ralf Lämmel]] adds the following:

* You need GNU MP (libgmp). It works with [http://ftp.gnu.org/gnu/libtool/libtool-2.4.tar.gz].
* You need GNU Libtool (libltdl). It works with [ftp://ftp.gmplib.org/pub/gmp-5.0.1/gmp-5.0.1.tar.bz2].
* Berkley DB is not optional if you want indexed files. It works with [http://freshmeat.net/projects/berkeleydb/] (Version 5.1.19).

You should make sure that ''configure'' install Berkley DB in <nowiki>/usr/local</nowiki>.

== Metadata ==
* [[sameAs::http://www.opencobol.org]]
* ",2013-06-12 15:01:51.696,2017-07-04 13:47:30.804642
Technology,POI,"== Headline ==

(an Apache project for) a Java API for Microsoft documents

== Metadata ==
* [[instanceOf::API]]
* [[sameAs::http://poi.apache.org/]]
* ",2013-06-12 15:01:52.311,2017-07-04 13:47:30.835216
Technology,Pharo,"== Intent ==

An open-source [[Language:Smalltalk]] environment

== Links ==

* [http://www.pharo-project.org/home Project home page]
* [http://en.wikipedia.org/wiki/Pharo Wikipedia]
== Metadata ==
* ",2013-06-12 15:01:52.879,2017-07-04 13:47:31.176444
Technology,Phusion Passenger,"== Headline ==

A web server and an application server

== Details ==

Phusion Passenger supports [[Language:Ruby]] (Rack), [[Language:Python]] (WSGI), and Node.js.

There are these modes:
* Passenger nginx module based on [[Nginx module specification]]
* Usage with Apache based on [[Apache module specification]]
* Usage standalone

== Metadata ==

* [[instanceOf::Web server]]
* [[supports::Language:Ruby]]
* [[supports::Language:Python]]
* [[relatesTo::http://www.modrails.com/documentation/Users%20guide%20Standalone.html]]
",2013-06-12 15:01:53.141,2017-07-04 13:47:31.205339
Technology,Rebar,"== Intent ==

an Erlang build tool that makes it easy to compile and test Erlang applications, port drivers and releases

== Metadata ==
* [[sameAs::https://bitbucket.org/basho/rebar/wiki/Home]]
* [[relatesTo::https://github.com/basho/rebar]]
* ",2013-06-12 15:01:55.696,2017-07-04 13:47:31.718712
Technology,Plexus XML,"== Headline ==

XML utilities of org.codehaus.plexus

== Metadata ==
* [[instanceOf::Library]]
* [[instanceOf::Java package]]
* [[sameAs::http://plexus.codehaus.org/plexus-utils/apidocs/org/codehaus/plexus/util/xml/package-summary.html]]
* ",2013-06-12 15:01:53.437,2017-07-04 13:47:31.225254
Technology,Pyjamas,"== Intent ==

A [[Language:Python]]-[[Web-application framework]] for [[Language:JavaScript]]-[[Web application|web applications]]

== Description ==

Pyjamas provides a [[Language:Python]]-to-[[Language:JavaScript]] [[Compiler|compiler]], and many other components including [[Ajax]] and a widget-set library. It is based on the idea of the [[Technology:GWT]], which is creating JavaScript web applications without programming JavaScript code <cite>Pyjamas2012official</cite>.

== Languages ==

* [[Language:Python]]
* [[Language:CSS]]

== Technologies ==

* [[Technology:DOM]]
* [[Technology:XMLHttpRequest]]

== Metadata ==
* [[sameAs::http://seamframework.org/]]
* ",2013-06-12 15:01:53.736,2017-07-04 13:47:31.268325
Technology,RMI-IIOP,"== Headline ==

an API for providing CORBA capabilities in a Java environment

== Metadata ==
* [[instanceOf::API]]
* [[instanceOf::Network technology]]
* [[sameAs::http://en.wikipedia.org/wiki/RMI-IIOP]]
* [[relatesTo::http://docs.oracle.com/javase/7/docs/api/javax/rmi/package-summary.html]]
* ",2013-06-12 15:01:54.882,2017-07-04 13:47:31.687354
Technology,Rails template engine,"== Headline ==

Template engine of  [[partOf :: Technology:Ruby_on_Rails]]
== Metadata ==
*
",2013-06-12 15:01:55.122,2017-07-04 13:47:31.696774
Technology,Rake,"== Headline ==

A build automation tool for [[Language:Ruby|]]

== Metadata ==

* [[instanceOf::Build tool]]
* [[sameAs::http://en.wikipedia.org/wiki/Rake_(software)]]

",2013-06-12 15:01:55.396,2017-07-04 13:47:31.708486
Technology,Rhino,"== Headline ==

[[Language:JavaScript]] for [[Language:Java]]

== Metadata ==
* [[instanceOf::Language implementation]]
* [[sameAs::http://www.mozilla.org/rhino/]]
* ",2013-06-12 15:01:55.997,2017-07-04 13:47:31.732431
Technology,SAX,"== Intent ==

a simple API for [[push-based XML parsing]]

== Discussion ==

SAX is an API for [[push-based XML parsing]].

That is, SAX allows one to process serialized XML content by [[streaming]] in a specific manner.

A Java-based implementation of SAX is part of [[Technology:JAXP]].

== Headline ==

an event-based sequential access parser API developed for XML processing in Java

== Metadata ==
* [[instanceOf::XML processor]]
* [[relatesTo::http://en.wikipedia.org/wiki/Simple_API_for_XML]]
* [[sameAs::http://sax.sourceforge.net SourceForge]]
* [[relatesTo::http://www.saxproject.org/apidoc/org/xml/sax/package-summary.html JavaDoc]]
*
* [[facilitates::XML processing]]",2013-06-12 15:01:56.678,2017-07-04 13:47:31.821803
Technology,SLF4J,"== Headline ==

a simple facade for various logging frameworks

== Description ==

SLF4J stands for Simple Logging Facade for Java.

== Metadata ==
* [[instanceOf::API]]
* [[sameAs::http://www.slf4j.org/]]
* [[relatesTo::http://www.slf4j.org/api/org/slf4j/package-summary.html]]
* ",2013-06-12 15:01:56.974,2017-07-04 13:47:31.840102
Technology,SQL Server,"== Intent ==

a relational model database server from Microsoft

== Description ==

Full name is ""Microsoft SQL Server""

== Spaces ==

* [[Relationalware]]

== Links ==

*[[http://en.wikipedia.org/wiki/Microsoft_SQL_Server Wikipedia]]



== Metadata ==
* [[instanceOf::DBMS]]
* ",2013-06-12 15:01:57.274,2017-07-04 13:47:31.86964
Technology,SVN,"== Headline ==

A revision control tool

== Metadata ==
* [[instanceOf::Revision control tool]]
* [[sameAs::http://en.wikipedia.org/wiki/Apache_Subversion]]
* ",2013-06-12 15:01:57.585,2017-07-04 13:47:31.881926
Technology,Safari,"== Intent ==

Apple's Web browser

== Metadata ==
* [[instanceOf::Web browser]]
* [[relatesTo::http://en.wikipedia.org/wiki/Safari_web_browser]]
* [[sameAs::http://www.apple.com/safari/]]
* ",2013-06-12 15:01:57.892,2017-07-04 13:47:31.894068
Technology,Seam,"== Intent ==

A [[Technology:Java EE]] based [[Web-application framework|web-application framework]]

== Description ==

[[Technology:JBoss Application Server|JBoss]] Seam is an [[Technology:JSF]] based [[Ajax]] [[Web-application framework|web-application framework]] for the development of rich [[Web application|web applications]] in [[Language:Java]]. It is based on a [[Three-tier architecture|three-tier architecture]], where the presentation layer is handled by JSF <cite>SeamF2012official</cite>.

== Languages ==

* [[Language:Java]]
* [[Language:JavaScript]] (generated)
* [[Language:XHTML]]
* [[Language:HQL]]

== Technologies ==

* [[Technology:JBoss Application Server]]
* [[Technology:EJB]]
* [[Technology:JSF]]
* [[Technology:JPA]]
* [[Technology:Hibernate]]

== Metadata ==
* [[instanceOf::Web-application framework]]
* [[sameAs::http://seamframework.org/]]
* ",2013-06-12 15:01:58.554,2017-07-04 13:47:31.961647
Technology,Seaside,"== Intent ==

A framework for building web-applications in [[Language:Smalltalk]]

== Links ==

* [http://www.seaside.st/ Project home page]
* [http://en.wikipedia.org/wiki/Seaside_(software) Wikipedia]
== Metadata ==
* ",2013-06-12 15:01:58.815,2017-07-04 13:47:31.977707
Technology,Semantic MediaWiki,"== Headline ==

A [[Technology:MediaWiki]] extension for Semantic Web-related efforts

== Metadata ==

* [[sameAs::http://semantic-mediawiki.org/]]
* [[instanceOf::Wiki software]]
* ",2013-06-12 15:01:59.076,2017-07-04 13:47:31.99069
Technology,Servlet API,"== Intent ==

A [[Technology:Java EE]] [[API]] for responding ([[Technology:HTTP]]-)requests

== Metadata ==
* [[instanceOf::API]]
* [[sameAs::http://en.wikipedia.org/wiki/Servlet]]
* [[relatesTo::http://java.sun.com/j2ee/tutorial/1_3-fcs/doc/Servlets2.html#75087]]
* ",2013-06-12 15:01:59.349,2017-07-04 13:47:32.005936
Technology,Silverlight,"== Intent ==

A [[Web-application framework]] and a [[Web browser|web browser]] [[Plugin|plugin]] for interactive [[user interface]]s

== Discussion ==

Silverlight supports the development of rich-internet applications with focus on [[user interface]] and animations<cite>Silverlight2012Official</cite>.

== Metadata ==
* [[instanceOf::Web-application framework]]
* [[sameAs::http://www.silverlight.net/]]
* [[relatesTo::http://en.wikipedia.org/wiki/Microsoft_Silverlight]]
* ",2013-06-12 15:01:59.66,2017-07-04 13:47:32.029092
Technology,Smack,"== Headline ==

an Open Source, Java-based XMPP (Jabber) client library for instant messaging and presence

== Metadata ==
* [[instanceOf::Library]]
* [[instanceOf::Messaging technology]]
* [[sameAs::http://www.igniterealtime.org/projects/smack/]]
* ",2013-06-12 15:01:59.964,2017-07-04 13:47:32.044318
Technology,Spring,"== Headline ==

an application development framework for Java

== Metadata ==
* [[instanceOf::Framework]]
* [[sameAs::http://www.springsource.org/]]
* [[relatesTo::http://en.wikipedia.org/wiki/Spring_Framework]]
* ",2013-06-12 15:02:00.278,2017-07-04 13:47:32.056944
Technology,SQLite,"== Intent ==

a library, implementing a relational model database server

== Spaces ==

* [[Relationalware]]

== Links ==

* http://www.sqlite.org/

== Metadata ==

* [[instanceOf::DBMS]]

",2013-06-12 15:02:00.635,2017-07-04 13:47:32.074604
Technology,Struts,"== Intent ==

A [[Language:Java]]-based [[Web-application framework]] with [[Technology:JSP]] and [[Technology:Servlet API|Servlets]]

== Description ==

Apache Struts is a [[Web-application framework|web-application framework]] highly dedicated to [[MVC]]. It affects every component of MVC, is it the view ([[Technology:JSP]]), the controller ([[Language:Java]] actions in combination with the [[Technology:Servlet API]]) or the model (Java services). Apache Struts supports [[Ajax]] as well as [[REST]] and [[SOAP]] <cite>ApacheStruts2012official</cite>.

== Languages ==

* [[Language:Java]]
* [[Language:JavaScript]]
* [[Language:XML]]
* [[Language:HTML]]

== Technologies ==

* [[Technology:JSP]]
* [[Technology:Servlet API]]

== Concepts ==
* [[REST]]
* [[SOAP]]

== Metadata ==
* [[instanceOf::Web-application framework]]
* [[sameAs::http://struts.apache.org/ Apache]]
* ",2013-06-12 15:02:00.951,2017-07-04 13:47:32.151363
Technology,W3CValidator,"== Headline ==

A validator for multiple W3C languages

== Description ==

W3CValidator is a [[101technology]]; it uses the online validators that are provided by the W3C to validate several languages. The online validators can validate CSS, HTML, XHTML, SVG and MathML. The W3CValidator distinguishes the different languages by the language extension of the input file and calls the corresponding online validator. Zero exit code is to be interpreted as successful validation; non-zero exit code as failure.

== Contributors ==

* {{101contributor|Martin Leinberger|developer}}
* {{101contributor|Ralf Lämmel|author}}




== Metadata ==
* [[instanceOf::Validator]]
* [[instanceOf::@technology]]
* [[sameAs::https://github.com/101companies/101repo/tree/master/technologies/W3CValidator]]
* ",2013-06-12 15:02:02.766,2017-07-04 13:47:32.260618
Technology,Swing,"== Headline ==

Java's primary primary GUI library

== Description ==

See also the major package [[Java:javax.swing]] of the library.

Note that [http://www.iam.ubc.ca/guides/javatut99/uiswing/start/_packagename.html package naming] varies considerably for Swing versions.

== Metadata ==
* [[instanceOf::Library]]
* [[sameAs::http://en.wikipedia.org/wiki/Swing_(Java)]]
* ",2013-06-12 15:02:01.268,2017-07-04 13:47:32.173436
Technology,TCP,"==Intent==

a [[Communications protocol]] for message exchange in network communication

==Description==

The Transmission Control Protocol is the major [[Term:Transport layer|transport layer]] [[Communications protocol|protocol]] for data transfer in computer [[Term:Network|networks]].

== Metadata ==
* [[instanceOf::Communications protocol]]
* [[sameAs::http://en.wikipedia.org/wiki/Transmission_Control_Protocol]]
* ",2013-06-12 15:02:01.542,2017-07-04 13:47:32.193009
Technology,Tidy,"== Headline ==

a utility for tiding up HTML

== Description ==

JDT stands for Java Development Tools.

== Metadata ==
* [[instanceOf::Markup technology]]
* [[sameAs::http://www.w3.org/People/Raggett/tidy/]]
* [[relatesTo::http://tidy.sourceforge.net/]]
* ",2013-06-12 15:02:01.84,2017-07-04 13:47:32.208875
Technology,Velocity,"== Headline ==

(an Apache project on) a template engine
== Metadata ==

* [[instanceOf::Template engine]]
* [[sameAs::http://velocity.apache.org/]]
",2013-06-12 15:02:02.137,2017-07-04 13:47:32.219706
Technology,Visual Studio,"

== Metadata ==
* [[instanceOf::IDE]]
* ",2013-06-12 15:02:02.41,2017-07-04 13:47:32.227102
Technology,WPF,"== Links ==
*[http://en.wikipedia.org/wiki/Windows_Presentation_Foundation Wikipedia]
*[http://msdn.microsoft.com/en-us/library/ms754130.aspx MSDN]
== Metadata ==
* ",2013-06-12 15:02:03.892,2017-07-04 13:47:32.315243
Technology,Web storage,"== Intent ==

A [[Language:JavaScript]] [[API]] for [[Client|client]] side data storage in the [[Language:HTML5]] ecosystem

== Discussion ==

There are four major differences in behaviour between [[cookie]]s and Web storage <cite>W3C2012WS, MSDN2012WS</cite>, which are shown within this implementation:

* the Web storage offers a largely enhanced amount of data (up to 5MB-10MB for web storage, 4KB for cookies),
* there is no need to use special parameters within the pages' URL to refer to a cookie with the required data,
* the [[Client|client]] does not need to transmit data to the [[Server|server]] with every request,
* and the data within Web storage never expires, if there is no explicit command to do so.

== Metadata ==
* [[instanceOf::API]]
* [[sameAs::http://en.wikipedia.org/wiki/Web_storage]]
* [[relatesTo::http://www.w3.org/TR/webstorage/]]
* [[relatesTo::http://msdn.microsoft.com/en-us/library/cc197062%28VS.85%29.aspx]]
* ",2013-06-12 15:02:04.209,2017-07-04 13:47:32.350121
Technology,XA,"== Headline ==

an X/Open group standard for distributed transactions

== Description ==

XA stands for ""eXtended Architecture"".


== Metadata ==
* [[instanceOf::Data technology]]
* [[sameAs::http://en.wikipedia.org/wiki/X/Open_XA]]
* ",2013-06-12 15:02:04.512,2017-07-04 13:47:32.366257
Technology,XAMPP,"== Headline ==

A cross-plattform open-source [[Web server]] package for local [[Web programming]]

== Description ==

XAMPP packages the following components:
* an [[Technology:Apache HTTP Server]],
* a [[Technology:MySQL]] [[DBMS]],
* a [[Language:PHP]] [[interpreter]], and
* a [[Language:Perl]] [[interpreter]].

== Metadata ==

* [[sameAs::http://en.wikipedia.org/wiki/Xampp]]
* [[sameAs::http://www.apachefriends.org/en/xampp.html]]
* ",2013-06-12 15:02:04.819,2017-07-04 13:47:32.390413
Technology,XOM,"== Intent ==

an [[API|API]] ([[API implementation|implementation]]) for tree-based XML processing

== Links ==

* [http://www.xom.nu/ XOM home page]



== Metadata ==
* [[instanceOf::API implementation]]
* ",2013-06-12 15:02:06.884,2017-07-04 13:47:32.575705
Technology,XMLHttpRequest,"== Intent ==

a [[Language:JavaScript]] [[API]] for [[Technology:HTTP]]-Requests
== Discussion ==

XMLHttpRequest is an [[API]] for transfering any data over [[Technology:HTTP]]. Most commonly it is used in combination with message formats like [[Language:XML]] or [[Language:JSON]] <cite>W3C2012XMLHttpRequest</cite>.
== Metadata ==

* [[instanceOf::API]]
* [[sameAs::http://www.w3.org/TR/XMLHttpRequest/]]
",2013-06-12 15:02:05.181,2017-07-04 13:47:32.415376
Technology,XMLStreamWriter,"== Intent ==

a [[Language:Java]] [[API]] for writing [[Language:XML]]

== Metadata ==
* [[instanceOf::API]]
* [[sameAs::http://download.oracle.com/javase/6/docs/api/javax/xml/stream/XMLStreamWriter.html]]
* ",2013-06-12 15:02:05.487,2017-07-04 13:47:32.433596
Technology,jQuery,"== Intent ==

a free open-source [[Language:JavaScript|javaScript]] [[Library|library]] for [[Technology:DOM]] manipulation

== Metadata ==
* [[instanceOf::Library]]
* [[sameAs::http://de.wikipedia.org/wiki/JQuery]]
* ",2013-06-12 15:02:13.235,2017-07-04 13:47:33.093984
Technology,XMLValidator,"== Headline ==

A validator for [[Language:XML]]

== Description ==

XMLValidator is a [[101technology]]; it is a XML-specific validator. XMLValidator relies on System.Xml API to report errors in the XML document. Zero exit code is to be interpreted as successful validation; non-zero exit code as failure.

== Usage ==

To build and execute the validator, you need to have Mono SDK (2.10 +) installed.
Use 'make build' to build the project.

== Contributors ==

* {{101contributor|Andrei Varanovich|developer}}


== Metadata ==
* [[instanceOf::Validator]]
* [[instanceOf::@technology]]
* [[relatesTo::https://github.com/101companies/101repo/tree/master/technologies/XMLValidator]]
* ",2013-06-12 15:02:05.754,2017-07-04 13:47:32.470974
Technology,XML pickler,"== Headline ==

An [[XML data binding]] technology for [[Language:Haskell]]

== Discussion ==

XML picklers come with the [[Technology:HXT|Haskell XML Toolbox]]. They allow one to ""pickle"" values of an [[algebraic data type]] to [[Language:XML]] data, and ""unpickle"" this data back to Haskell values <cite>haskellWikiHX</cite>. Both transformations are realized by using [[arrow]]s:

<syntaxhighlight lang=""haskell"">
xunpickleDocument :: PU a -> SysConfigList -> String -> IOStateArrow s b a
</syntaxhighlight>

That is, given a pickler <syntaxhighlight lang=""haskell"" enclose=""none"">PU a</syntaxhighlight> for a datatype <syntaxhighlight lang=""haskell"" enclose=""none"">a</syntaxhighlight>, a configuration list and a filename this function returns a stateful I/O arrow. This is an arrow from an arbitrary type <syntaxhighlight lang=""haskell"" enclose=""none"">b</syntaxhighlight> to the type in question <syntaxhighlight lang=""haskell"" enclose=""none"">a</syntaxhighlight>.

== Metadata ==
* [[relatesTo::http://www.haskell.org/haskellwiki/HXT/Conversion_of_Haskell_data_from/to_XML]]
* ",2013-06-12 15:02:06.6,2017-07-04 13:47:32.558133
Concept,Parse tree,"== Headline ==

Another term for [[syntax tree]]
",2014-07-16 07:27:10.153,2017-07-04 13:47:58.467781
Technology,XSDValidator,"== Headline ==

A validator for [[Language:XSD]]

== Description ==

XSDValidator is a [[101technology]]; it is a XSD-specific validator. XSDValidator relies on System.Xml.Schema API to parse the file and report the errors discovered. Zero exit code is to be interpreted as successful validation; non-zero exit code as failure.

== Usage ==

To build and execute the validator, you need to have Mono SDK (2.10 +) installed.
Use 'make build' to build the project.

== Contributors ==

* {{101contributor|Andrei Varanovich|developer}}




== Metadata ==
* [[instanceOf::Validator]]
* [[instanceOf::@technology]]
* [[sameAs::https://github.com/101companies/101repo/tree/master/technologies/XSDValidator]]
* ",2013-06-12 15:02:07.17,2017-07-04 13:47:32.614923
Technology,XStream,"== Headline ==

a library for [[XML serialization]]


== Metadata ==
* [[instanceOf::Library]]
* [[sameAs::http://xstream.codehaus.org/]]
* ",2013-06-12 15:02:07.484,2017-07-04 13:47:32.628464
Technology,Xalan-Java,"== Intent ==

implementations of [[Language:XPath]] and [[Language:XSLT]] languages and [[Technology:JAXP]] interfaces

== Metadata ==
* [[instanceOf::API implementation]]
* [[instanceOf::Language implementation]]
* [[sameAs::http://xml.apache.org/xalan-j]]
* ",2013-06-12 15:02:07.866,2017-07-04 13:47:32.644555
Technology,XmlFragmentLocator,"== Headline ==

an XPath-based fragment locator for XML

== Description ==

XmlFragmentLocator is a part of the [[101companies:Explorer]]; it is a XPath-based, XML-specific tool for fragment location. That is, the technology supports the XPath-based location of a fragment in an XML document. The input/output behavior of XmlFragmentLocator is the following:

* Input:
** an XML document
** an XPath-based fragment description
* Output:
** the line range of the located XML fragment

XmlFragmentLocator leverages XPath for the description of fragments and it uses JSON for representing the derived line ranges. Consider, for example, the following XML document (which is, in fact, an XML schema):

<pre>
<xs:schema xmlns=""http://www.softlang.org/company.xsd"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" elementFormDefault=""qualified"" targetNamespace=""http://www.softlang.org/company.xsd"">

 <xs:element name=""company"">
  <xs:complexType>
   <xs:sequence>
    <xs:element ref=""name""/>
    <xs:element maxOccurs=""unbounded"" minOccurs=""0"" ref=""department""/>
   </xs:sequence>
  </xs:complexType>
 </xs:element>

 <xs:element name=""department"">
  <xs:complexType>
   <xs:sequence>
    <xs:element ref=""name""/>
    <xs:element name=""manager"" type=""employee""/>
    <xs:element maxOccurs=""unbounded"" minOccurs=""0"" ref=""department""/>
    <xs:element maxOccurs=""unbounded"" minOccurs=""0"" name=""employee"" type=""employee""/>
   </xs:sequence>
  </xs:complexType>
 </xs:element>

 <xs:complexType name=""employee"">
  <xs:sequence>
   <xs:element ref=""name""/>
   <xs:element ref=""address""/>
   <xs:element ref=""salary""/>
  </xs:sequence>
 </xs:complexType>

 <xs:element name=""name"" type=""xs:string""/>
 <xs:element name=""address"" type=""xs:string""/>
 <xs:element name=""salary"" type=""xs:double""/>
</xs:schema>
</pre>

The following XPath expression locates the element declaration with name ""department"":

<pre>
/xs:schema/xs:element[@name='department']
</pre>

The line range for the located fragment is this:

<pre>
{""from"":13,""to"":22}
</pre>

XPath expressions for fragment descriptions are supposed to make proper use of namespace-qualified names; see ""xs:schema"" and ""xs:element"". To simplify the use of XML namespaces, the top-level prefix declarations of the input document are extracted and made available during the evaluation of the XPath expression. In this manner, in practice, no namespaces need to be specified, but instead the prefixes of the underlying document are to be used; see ""xs"" in the example.

The following situations may be encountered in fragment location:

* The XPath expression evaluates to a single XML element node. In this case, the ""from"" line should be the line of the start tag of the identified element; the ""to"" line should be the line of the end tag of the identified element.
* The XPath expression evaluates to a non-empty sequence of XML elements. For simplicity, it is assumed here that the sequence is readily in document order. (Without this assumption, the following convention is less useful.) In this case, the ""from"" line should be the line of the start tag of the first element in the sequence; the ""to"" line should be the line of the end tag of the last element in the sequence.
* In all other cases, fragment location is defined to be unsuccessful.

== See Also ==

* The [[101companies:Explorer]]

== Contributors ==

* {{101contributor|Ralf Lämmel|author}}
* {{101contributor|Martin Leinberger|developer}}




== Metadata ==
* [[instanceOf::Fragment locator]]
* [[instanceOf::@technology]]
* [[sameAs::https://github.com/101companies/101repo/tree/master/technologies/XmlFragmentLocator]]
* [[relatesTo::http://blog.davber.com/2006/09/17/xpath-with-namespaces-in-java/]]
* ",2013-06-12 15:02:08.231,2017-07-04 13:47:32.786105
Technology,XmlReader,"== Intent ==

XmlReader is an API for [[Technology:.NET]] provides forward-only, read-only access to a stream of XML data.

== Links ==

* [http://msdn.microsoft.com/en-us/library/aa720470(v=VS.71).aspx MSDN]
== Metadata ==
* ",2013-06-12 15:02:08.51,2017-07-04 13:47:32.805588
Technology,Zend framework,"== Intent ==

An [[MVC]] framework for [[web programming]] with [[Language:PHP]]

== Description ==

Zend framework is one of the most popular [[Web-application framework|web-application frameworks]] for [[Language:PHP]]. It offers a good infrastructure based on the [[MVC]] pattern and an amount of component libraries supporting [[Web application|web application]] development <cite>Zend2012official, FC2011ZendArcBlog</cite>.

== Languages ==

* [[Language:PHP]]
* [[Language:HTML]]
* [[Language:CSS]]

== Concepts ==

* [[REST]]
* [[SOAP]]

== Metadata ==
* [[instanceOf::Web-application framework]]
* [[sameAs::http://framework.zend.com/]]
* [[relatesTo::http://blog.fedecarg.com/2008/07/28/zend-framework-architecture/]]
*
* [[facilitates::REST]]
* [[facilitates::SOAP]]",2013-06-12 15:02:09.102,2017-07-04 13:47:32.882788
Technology,ajc,"== Intent ==

the [[Language:AspectJ]] compiler as part of [[Technology:AJDT]]

== Spaces ==

* [[Objectware]]



== Metadata ==
* [[instanceOf::Compiler]]
* ",2013-06-12 15:02:09.374,2017-07-04 13:47:32.900161
Technology,basename,"== Headline ==

A standard UNIX program for filename processing

== Details ==

See also [[Technology:dirname]].

== Metadata ==
* [[instanceOf::Technology]]
* [[sameAs::http://en.wikipedia.org/wiki/Basename]]
* ",2013-06-12 15:02:09.754,2017-07-04 13:47:32.915533
